ID,post_type,post_status,post_name,post_title,post_content,post_excerpt,post_author,post_date,post_modified,post_thumbnail,post_parent,menu_order,post_tags,post_category,summary,seo_title,image,book_star,amazon_url,author,publisher,price,no_price,type,reread,text,reread_2,text_2,reread_3,text_3,reread_4,text_4,reread_5,text_5,status,auto_update_uri,ao_post_optimize,views,post_views_count,bzb_meta_keywords,bzb_meta_description,bzb_meta_robots,bzb_post_asset_js4head,bzb_post_asset_css,bzb_post_asset_js,bzb_cta,bzb_post_front_info,bzb_checklists,bzb_show_toppage_flag,bzb_include_rss,bzb_post_social_buttons,title,no-price
,books,publish,bible-that-makes-work-interesting,しごとが面白くなる聖書―キリスト教の世界戦略からビジネス・ノウハウを学ぶ,実家にあったので読んでみた。が、あまりにも薄っぺらい内容に、キリスト教なめんなという気持ちにもなり。,,2,2019-01-20 1:22:31,2020-07-10 6:54:51,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2019/01/20190927133716441768_1a5fee3e143da1646acfb982ff226157.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/%E3%81%97%E3%81%94%E3%81%A8%E3%81%8C%E9%9D%A2%E7%99%BD%E3%81%8F%E3%81%AA%E3%82%8B%E8%81%96%E6%9B%B8%E2%80%95%E3%82%AD%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E3%81%AE%E4%B8%96%E7%95%8C%E6%88%A6%E7%95%A5%E3%81%8B%E3%82%89%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%BB%E3%83%8E%E3%82%A6%E3%83%8F%E3%82%A6%E3%82%92%E5%AD%A6%E3%81%B6-%E8%97%A4%E4%BA%95-%E5%BA%B7%E7%94%B7/dp/447876042X,藤井 康男,ダイヤモンド社,,購入価格: 家にあった(0円),,,,,,,,,,,,,,,4,132,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,primitive-buddhist-scripture,原始仏典,今年最後の読了。『「生を喜ばず、死を喜ばず、生を悲しまず、死を悲しまず」という淡々たる気持ち、それが解脱である』そのように生きていければと思う次第。,,2,2018-12-31 7:42:00,2020-07-15 8:17:49,,0,0,"book,religion",book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/51w2hE29mqL._SX353_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4480093672/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4480093672&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,中村 元,筑摩書房,1242,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,8,121,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,study-of-job,ヨブ記の研究,今のところ聖書の中で一番好きなヨブ記。その理解に大いに役立つ一冊。正しい人ヨブがなぜ身ぐるみ剥がされどん底に突き落とされたのか。信仰とはなんぞや？という永遠の命題がそこにある。,,2,2019-01-20 7:59:06,2020-07-10 8:02:17,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/01/41jKk3UFzL._SX373_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/B000JAL0JQ/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=B000JAL0JQ&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,浅野 順一,創文社,997,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,137,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,english-grammar-for-speaking-intermediate,話すための英文法 中級編 Part1―必ずものになる,昭和に書かれた本だけあって、昨今の甘言ばかり並べた英語本とは格が違う。冒頭に『各文を最低80回、精神統一して読まれたい』とあり、先生！一生ついていきますという気持ち。,,2,2019-04-19 9:53:37,2020-07-15 8:02:21,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/download-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4327450545/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4327450545&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,市橋 敬三,研究社出版,335,購入価格: Kindle Unlimited(0円),,20190916,『各文を最低80回、精神統一して読まれたい。』という著者のスパルタがしびれる。しかし『いつ奥さんが浮気をしたことに気づいたのですか？(When did you realize your wife cheated on you?)』という実用的？な構文もあり、もう一生ついていきたくなる。,,,,,,,,,,,,10,137,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,what-is-english,英語とは何か,英語とは何かなんて考える前に勉強しろという話だが、こういう遠回りが私には向いていると信じている。,,2,2019-01-10 1:07:11,2020-07-15 8:01:06,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2019/01/download-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4797680261/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4797680261&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,南條 竹則,集英社インターナショナル,636,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,121,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,hawaiian-history-and-culture-in-a-mosaic-of-tragedy-and-pride,ハワイの歴史と文化―悲劇と誇りのモザイクの中で,正月と言えばハワイ。その浮かれた野郎どもの鼻を折るような本書。豊かな生活を夢見て日本から移住していった人々の苦難の歴史、真珠湾攻撃から現在に至るダイナミックな変化など興味深いことこの上ない。とにかくはハワイはただの観光地ではない！とかなんとか言いつつ、そもそも行ったこともないのだが。,,2,2019-01-10 1:10:56,2020-07-11 1:12:37,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/download-2.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4121016440/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4121016440&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,矢口 祐人,中央公論新社,382,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,139,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,century-of-copyright-changing-information-monopoly-system,著作権の世紀 ――変わる「情報の独占制度」,引き続き著作権について勉強。村上隆や福田美蘭の作品についても触れられており、唸らされる一冊。,,2,2018-12-29 1:19:39,2020-07-11 1:21:56,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/download-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4087205274/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4087205274&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,福井 健策,集英社,349,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,5,119,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,american-life-common-sense-collection,アメリカ暮らし 住んでみてわかる常識集,看板に偽りなし。アメリカの生活のあれこれがよくわかった。,,2,2018-12-28 1:22:33,2020-07-11 1:24:52,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/download-2-1.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/475050310X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=475050310X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,アントラム 栢木利美,亜紀書房,352,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,1,146,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,accident-and-disaster-history-museum,事故と災害の歴史館―“あの時”から何を学ぶか,人間の歴史とは事故と災害の歴史に他ならないと痛感する一冊。どうしようもなくちっぽけで、憐れなほど愚かで、だけどそれでも生きてゆく、それが人間というものなのかなあ、など。,,2,2018-12-28 1:25:14,2020-07-11 1:27:34,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/41pxSpDanML._SX298_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/480591162X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=480591162X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,久谷 與四郎,中央労働災害防止協会,874,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,115,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,tax-haven-tax-escape,タックス・ヘイブン――逃げていく税金,世の中、金金金で汚えことを痛感する一冊。所得が一億を超えたあたりから納税率が急下降するというのは非常に興味深いと同時に、まあそんなもんだろねとも思う。,,2,2018-12-30 1:17:07,2020-07-11 3:20:49,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/41D8VHmEdNL._SX301_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4004314178/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4004314178&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,志賀 櫻,岩波書店,350,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,102,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,endes-will-questioning-for-money-from-the-source,エンデの遺言 ―根源からお金を問うこと,「パン屋でパンを買う購入代金としてのお金と、株式取引所で扱われる資本としてのお金は、2つの異なる種類のお金である」冒頭に出てくるこの文言が、本書の全体像を体現していると思う。漠然と現在のお金のあり方、ひいては世の中のあり方に疑問を抱いていることもあり、あり得べき最大多数の最大幸福の形のヒントがあるように感じた。お金に振り回されながら生きている全ての人が読んでおいて損はない。と、改めてモモも読んでみたい。,,2,2018-12-27 1:28:24,2020-07-11 1:30:18,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/51OqsxvidL._SY344_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4062814196/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4062814196&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,"河邑 厚徳,グループ現代",講談社,379,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,114,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,arrival-of-the-reverse-panopticon-society,ウィキリークスからフェイスブック革命まで 逆パノプティコン社会の到来,逆パノプティコンという表現は言いえて妙。内容もいたって有用。しかし、監視する側も監視されているわけであるから、正しくは相互パノプティコン社会の到来かもしれない、など。,,2,2018-12-18 3:21:17,2020-07-11 3:22:51,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/download-3.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/488759898X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=488759898X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,ジョン・キム,ディスカヴァー・トゥエンティワン,258,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,3,118,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-right-copy-and-paste-recommendation,正しいコピペのすすめ――模倣、創造、著作権と私たち,アーティストこそ著作権には明るくありたい。しかし、アートはしばしばそのギリギリのところ、あるいはわざと侵害することもままあるので、一筋縄ではいかない。しかし、知っていてやるのと、知らずにやるのは雲泥の差であろう。なにはともれ、読みやすくためになる良書。,,2,2018-12-21 2:24:33,2020-07-11 3:20:00,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/download.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4005008496/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4005008496&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,宮武 久佳,岩波書店,607,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,4,125,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,the-english-of-a-successful-person,出世する人の英語 アメリカ人の論理と思考習慣,一般的な企業で出世する気もできる気もないのだが、アメリカ人がどのようなものの考え方をしているかという点はとても参考になった。とりあえず、自信満々で英語をしゃべるよう心がけたい。,,2,2018-12-09 2:52:46,2020-07-15 8:01:06,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/download-2.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/434498515X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=434498515X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,小林 真美,幻冬舎,,購入価格: 不明,,,,,,,,,,,,,,,3,116,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,learn-from-new-yorker-english-that-cant-be-seen-lightly,ニューヨーカーに学ぶ 軽く見られない英語,至極まっとうなことが書かれていてよかった。英語のフレーズ集としては少ないが、文化的な側面においては得るものが多いと思う。,,2,2018-12-26 6:12:38,2020-07-15 8:01:06,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2018/12/51uvYCuetXL._SX304_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4022736453/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4022736453&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,田村明子,朝日新聞出版,301,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,5,124,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,how-to-find-the-truth-of-society,社会の真実の見つけかた,今年一番読んでよかった本に決定です。ぼんやりとしか見てなかった世の中、特にメディアの見方を初めて理解した。本書は「ジュニア新書」となっているが、まったく子供向けではない。ぜひ義務教育で一時間でいいから本書を扱って欲しい。そうすれば確実に世の中が動くと思う。,,2,2018-11-03 3:55:50,2020-07-12 8:44:50,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/51jiFY8p2hL._SY346_.jpg,"</i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4005006736/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4005006736&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,堤 未果,岩波書店,902,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,6,125,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,reconstructing-with-a-sense-of-breaking-english-grammar,英文法をこわす 感覚による再構築,基本の英文法もできないのに壊すとは、おまえはデッサンのできない画家かという感じだが、本書はそういうことではない。 例えば、これはthat節だからこう読む、というような機械的な処理ではなく、そこでthatが使われる『感覚』が語られている。なるほどな、そりゃそこでthat使いたいわ、というような。とにかくは、よい本。よい著者。他の著作も全部読みたい。,,2,2017-03-22 6:14:49,2020-07-28 9:01:19,,0,0,"book,english,reread",book-review,,,https://test.b2i.link/wp-content/uploads/2017/03/4130P1EPGYL._SX329_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4140019581/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4140019581&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,大西 泰斗,NHK出版,734,購入価格: Kindle Unlimited(0円),AfterMain,20181211,再読。語学学習においては、勉強になったなあという本を、すっかり忘れた頃に読むのはよいと思う。,,,,,,,,,,,,9,72,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,closing-empire-and-paradoxical-21st-century-economy,閉じてゆく帝国と逆説の21世紀経済,資本主義の限界と言われて久しいが、それはそうだだろうなと素直に納得させられた。ケインズ曰く、金利ゼロは理想の社会の到来でもあるらしい。でまあ、資本主義というか拝金主義が早晩終わるとして、これからどう生きようかと考えるに、とりあえず金のことで右往左往して生きるのだけは避けようとは思う。だって笑笑のトイレにも書いてあるじゃない、「さればとて、墓に着物は着せられぬ」至言である。,,2,2018-11-19 1:37:51,2020-07-12 1:40:21,,0,0,book,book-review,,,https://test.b2i.link/wp-content/uploads/2018/11/51pfAwgUioL._SX311_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4087208834/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4087208834&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,水野 和夫,集英社,756,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,6,126,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,toeicr-test-600-points-in-middle-school-english-grammar,【新形式問題対応】 TOEIC(R)テスト 中学英文法で600点!,そろそろ英語力を証明する必要に迫られ、直前対策として。そこそこ自信はあるものの、金銭はじめ数字というものはいつも私に冷たいので、実際はどうなることやら。,,2,2018-11-26 1:41:13,2020-07-15 8:02:21,,0,0,"book,english",book-review,,,https://test.b2i.link/wp-content/uploads/2020/07/513F3K-QU3L._SX353_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/475742809X/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=475742809X&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,小石 裕子,アルク,1296,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,2,120,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
,books,publish,curation-method,キュレーションの方法,どうも終始もやがかかったような内容で、伝わってくるものがあまりなかった。私の頭のせいかもしれないが。,,2,2018-11-17 1:44:56,2020-07-12 1:47:10,,0,0,book,art,,,https://test.b2i.link/wp-content/uploads/2018/11/41LSj2LnrrL._SX336_BO1204203200_.jpg,"<i class=""fa fa-star"" aria-hidden=""true""></i><i class=""fa fa-star"" aria-hidden=""true""></i>",https://www.amazon.co.jp/dp/product/4309279198/ref=as_li_tf_tl?camp=247&creative=1211&creativeASIN=4309279198&ie=UTF8&linkCode=as2&tag=bookmeter_book_image_image_pc_login-22,ハンス・ウルリッヒ・オブリスト,河出書房新社,2036,購入価格: Kindle Unlimited(0円),,,,,,,,,,,,,,,28,141,,,"a:2:{i:0;s:0:"""";i:1;s:0:"""";}",,,,"a:5:{s:9:""org_title"";s:0:"""";s:9:""org_image"";s:0:"""";s:11:""org_content"";s:0:"""";s:15:""org_button_text"";s:0:"""";s:14:""org_button_url"";s:0:"""";}","a:2:{s:4:""ruby"";s:0:"""";s:5:""catch"";s:0:"""";}","a:1:{i:0;s:0:"""";}",,,,,
